# Descriptor 1, Descriptor 2, log10(TOF)
4.2714e+01,5.3735e+00,-4.2004e+01
4.2714e+01,5.3769e+00,-4.1805e+01
4.2714e+01,5.3802e+00,-4.1606e+01
4.2714e+01,5.3836e+00,-4.1407e+01
4.2714e+01,5.3869e+00,-4.1208e+01
4.2714e+01,5.3903e+00,-4.1010e+01
4.2714e+01,5.3936e+00,-4.0811e+01
4.2714e+01,5.3970e+00,-4.0613e+01
4.2714e+01,5.4003e+00,-4.0415e+01
4.2714e+01,5.4037e+00,-4.0217e+01
4.2714e+01,5.4070e+00,-4.0019e+01
4.2714e+01,5.4104e+00,-3.9822e+01
4.2714e+01,5.4137e+00,-3.9625e+01
4.2714e+01,5.4171e+00,-3.9428e+01
4.2714e+01,5.4204e+00,-3.9232e+01
4.2714e+01,5.4238e+00,-3.9036e+01
4.2714e+01,5.4271e+00,-3.8840e+01
4.2714e+01,5.4305e+00,-3.8646e+01
4.2714e+01,5.4338e+00,-3.8452e+01
4.2714e+01,5.4372e+00,-3.8260e+01
4.2714e+01,5.4405e+00,-3.8068e+01
4.2714e+01,5.4439e+00,-3.7878e+01
4.2714e+01,5.4472e+00,-3.7689e+01
4.2714e+01,5.4506e+00,-3.7502e+01
4.2714e+01,5.4539e+00,-3.7317e+01
4.2714e+01,5.4573e+00,-3.7134e+01
4.2714e+01,5.4606e+00,-3.6953e+01
4.2714e+01,5.4640e+00,-3.6775e+01
4.2714e+01,5.4673e+00,-3.6600e+01
4.2714e+01,5.4707e+00,-3.6429e+01
4.2714e+01,5.4740e+00,-3.6260e+01
4.2714e+01,5.4774e+00,-3.6096e+01
4.2714e+01,5.4807e+00,-3.5935e+01
4.2714e+01,5.4841e+00,-3.5779e+01
4.2714e+01,5.4874e+00,-3.5628e+01
4.2714e+01,5.4908e+00,-3.5483e+01
4.2714e+01,5.4941e+00,-3.5345e+01
4.2714e+01,5.4975e+00,-3.5217e+01
4.2714e+01,5.5008e+00,-3.5102e+01
4.2714e+01,5.5042e+00,-3.5002e+01
4.2714e+01,5.5075e+00,-3.4923e+01
4.2714e+01,5.5109e+00,-3.4867e+01
4.2714e+01,5.5142e+00,-3.4837e+01
4.2714e+01,5.5176e+00,-3.4832e+01
4.2714e+01,5.5209e+00,-3.4849e+01
4.2714e+01,5.5243e+00,-3.4883e+01
4.2714e+01,5.5276e+00,-3.4931e+01
4.2714e+01,5.5310e+00,-3.4987e+01
4.2714e+01,5.5343e+00,-3.5050e+01
4.2714e+01,5.5377e+00,-3.5117e+01
4.2714e+01,5.5410e+00,-3.5186e+01
4.2714e+01,5.5444e+00,-3.5257e+01
4.2714e+01,5.5477e+00,-3.5330e+01
4.2714e+01,5.5511e+00,-3.5403e+01
4.2714e+01,5.5544e+00,-3.5476e+01
4.2714e+01,5.5578e+00,-3.5550e+01
4.2714e+01,5.5611e+00,-3.5624e+01
4.2714e+01,5.5645e+00,-3.5698e+01
4.2714e+01,5.5678e+00,-3.5772e+01
4.2714e+01,5.5712e+00,-3.5846e+01
4.2714e+01,5.5745e+00,-3.5920e+01
4.2714e+01,5.5779e+00,-3.5994e+01
4.2714e+01,5.5812e+00,-3.6069e+01
4.2714e+01,5.5846e+00,-3.6143e+01
4.2714e+01,5.5879e+00,-3.6217e+01
4.2714e+01,5.5913e+00,-3.6291e+01
4.2714e+01,5.5946e+00,-3.6365e+01
4.2714e+01,5.5980e+00,-3.6440e+01
4.2714e+01,5.6013e+00,-3.6514e+01
4.2714e+01,5.6047e+00,-3.6588e+01
4.2714e+01,5.6080e+00,-3.6662e+01
4.2714e+01,5.6114e+00,-3.6736e+01
4.2714e+01,5.6147e+00,-3.6811e+01
4.2714e+01,5.6181e+00,-3.6885e+01
4.2714e+01,5.6214e+00,-3.6959e+01
4.2714e+01,5.6248e+00,-3.7033e+01
4.2714e+01,5.6281e+00,-3.7108e+01
4.2714e+01,5.6315e+00,-3.7182e+01
4.2714e+01,5.6348e+00,-3.7256e+01
4.2714e+01,5.6382e+00,-3.7330e+01
4.2714e+01,5.6415e+00,-3.7404e+01
4.2714e+01,5.6449e+00,-3.7479e+01
4.2714e+01,5.6482e+00,-3.7553e+01
4.2714e+01,5.6516e+00,-3.7627e+01
4.2714e+01,5.6549e+00,-3.7701e+01
4.2714e+01,5.6583e+00,-3.7776e+01
4.2714e+01,5.6616e+00,-3.7850e+01
4.2714e+01,5.6650e+00,-3.7924e+01
4.2714e+01,5.6683e+00,-3.7998e+01
4.2714e+01,5.6717e+00,-3.8072e+01
4.2714e+01,5.6750e+00,-3.8147e+01
4.2714e+01,5.6784e+00,-3.8221e+01
4.2714e+01,5.6817e+00,-3.8295e+01
4.2714e+01,5.6851e+00,-3.8369e+01
4.2714e+01,5.6884e+00,-3.8444e+01
4.2714e+01,5.6918e+00,-3.8518e+01
4.2714e+01,5.6951e+00,-3.8592e+01
4.2714e+01,5.6985e+00,-3.8666e+01
4.2714e+01,5.7018e+00,-3.8740e+01
4.2714e+01,5.7052e+00,-3.8815e+01
4.2714e+01,5.7085e+00,-3.8889e+01
4.2714e+01,5.7119e+00,-3.8963e+01
4.2714e+01,5.7152e+00,-3.9037e+01
4.2714e+01,5.7186e+00,-3.9112e+01
4.2714e+01,5.7219e+00,-3.9186e+01
4.2714e+01,5.7253e+00,-3.9260e+01
4.2714e+01,5.7286e+00,-3.9334e+01
4.2714e+01,5.7320e+00,-3.9408e+01
4.2714e+01,5.7353e+00,-3.9483e+01
4.2714e+01,5.7387e+00,-3.9557e+01
4.2714e+01,5.7420e+00,-3.9631e+01
4.2714e+01,5.7454e+00,-3.9705e+01
4.2714e+01,5.7487e+00,-3.9780e+01
4.2714e+01,5.7521e+00,-3.9854e+01
4.2714e+01,5.7554e+00,-3.9928e+01
4.2714e+01,5.7588e+00,-4.0002e+01
4.2714e+01,5.7621e+00,-4.0076e+01
4.2714e+01,5.7655e+00,-4.0151e+01
4.2714e+01,5.7688e+00,-4.0225e+01
4.2714e+01,5.7722e+00,-4.0299e+01
4.2714e+01,5.7755e+00,-4.0373e+01
4.2714e+01,5.7789e+00,-4.0448e+01
4.2714e+01,5.7822e+00,-4.0522e+01
4.2714e+01,5.7856e+00,-4.0596e+01
4.2714e+01,5.7889e+00,-4.0670e+01
4.2714e+01,5.7923e+00,-4.0744e+01
4.2714e+01,5.7956e+00,-4.0819e+01
4.2714e+01,5.7990e+00,-4.0893e+01
4.2714e+01,5.8023e+00,-4.0967e+01
4.2714e+01,5.8057e+00,-4.1041e+01
4.2714e+01,5.8090e+00,-4.1116e+01
4.2714e+01,5.8124e+00,-4.1190e+01
4.2714e+01,5.8157e+00,-4.1264e+01
4.2714e+01,5.8191e+00,-4.1338e+01
4.2714e+01,5.8224e+00,-4.1412e+01
4.2714e+01,5.8258e+00,-4.1487e+01
4.2714e+01,5.8291e+00,-4.1561e+01
4.2714e+01,5.8325e+00,-4.1635e+01
4.2714e+01,5.8358e+00,-4.1709e+01
4.2714e+01,5.8392e+00,-4.1784e+01
4.2714e+01,5.8425e+00,-4.1858e+01
4.2714e+01,5.8459e+00,-4.1932e+01
4.2714e+01,5.8492e+00,-4.2006e+01
4.2714e+01,5.8526e+00,-4.2080e+01
4.2714e+01,5.8559e+00,-4.2155e+01
4.2714e+01,5.8593e+00,-4.2229e+01
4.2714e+01,5.8626e+00,-4.2303e+01
4.2714e+01,5.8660e+00,-4.2377e+01
4.2714e+01,5.8693e+00,-4.2452e+01
4.2714e+01,5.8727e+00,-4.2526e+01
4.2714e+01,5.8760e+00,-4.2600e+01
4.2714e+01,5.8794e+00,-4.2674e+01
4.2714e+01,5.8827e+00,-4.2748e+01
4.2714e+01,5.8861e+00,-4.2823e+01
4.2714e+01,5.8894e+00,-4.2897e+01
4.2714e+01,5.8928e+00,-4.2971e+01
4.2714e+01,5.8961e+00,-4.3045e+01
4.2714e+01,5.8995e+00,-4.3120e+01
4.2714e+01,5.9028e+00,-4.3194e+01
4.2714e+01,5.9062e+00,-4.3268e+01
4.2714e+01,5.9095e+00,-4.3342e+01
4.2714e+01,5.9129e+00,-4.3416e+01
4.2714e+01,5.9162e+00,-4.3491e+01
4.2714e+01,5.9196e+00,-4.3565e+01
4.2714e+01,5.9229e+00,-4.3639e+01
4.2714e+01,5.9263e+00,-4.3713e+01
4.2714e+01,5.9296e+00,-4.3788e+01
4.2714e+01,5.9330e+00,-4.3862e+01
4.2714e+01,5.9363e+00,-4.3936e+01
4.2714e+01,5.9397e+00,-4.4010e+01
4.2714e+01,5.9430e+00,-4.4084e+01
4.2714e+01,5.9464e+00,-4.4159e+01
4.2714e+01,5.9497e+00,-4.4233e+01
4.2714e+01,5.9531e+00,-4.4307e+01
4.2714e+01,5.9564e+00,-4.4381e+01
4.2714e+01,5.9598e+00,-4.4456e+01
4.2714e+01,5.9631e+00,-4.4530e+01
4.2714e+01,5.9665e+00,-4.4605e+01
4.2714e+01,5.9698e+00,-4.4679e+01
4.2714e+01,5.9732e+00,-4.4755e+01
4.2714e+01,5.9765e+00,-4.4831e+01
4.2714e+01,5.9799e+00,-4.4908e+01
4.2714e+01,5.9832e+00,-4.4989e+01
4.2714e+01,5.9866e+00,-4.5076e+01
4.2714e+01,5.9899e+00,-4.5174e+01
4.2714e+01,5.9933e+00,-4.5289e+01
4.2714e+01,5.9966e+00,-4.5433e+01
4.2714e+01,6.0000e+00,-4.5615e+01
4.3719e+01,5.3333e+00,-4.5314e+01
4.3719e+01,5.3367e+00,-4.5110e+01
4.3719e+01,5.3400e+00,-4.4908e+01
4.3719e+01,5.3434e+00,-4.4705e+01
4.3719e+01,5.3467e+00,-4.4504e+01
4.3719e+01,5.3501e+00,-4.4303e+01
4.3719e+01,5.3534e+00,-4.4103e+01
4.3719e+01,5.3568e+00,-4.3902e+01
4.3719e+01,5.3601e+00,-4.3703e+01
4.3719e+01,5.3635e+00,-4.3503e+01
4.3719e+01,5.3668e+00,-4.3303e+01
4.3719e+01,5.3702e+00,-4.3104e+01
4.3719e+01,5.3735e+00,-4.2905e+01
4.3719e+01,5.3769e+00,-4.2706e+01
4.3719e+01,5.3802e+00,-4.2506e+01
4.3719e+01,5.3836e+00,-4.2308e+01
4.3719e+01,5.3869e+00,-4.2109e+01
4.3719e+01,5.3903e+00,-4.1910e+01
4.3719e+01,5.3936e+00,-4.1711e+01
4.3719e+01,5.3970e+00,-4.1513e+01
4.3719e+01,5.4003e+00,-4.1314e+01
4.3719e+01,5.4037e+00,-4.1116e+01
4.3719e+01,5.4070e+00,-4.0918e+01
4.3719e+01,5.4104e+00,-4.0720e+01
4.3719e+01,5.4137e+00,-4.0522e+01
4.3719e+01,5.4171e+00,-4.0325e+01
4.3719e+01,5.4204e+00,-4.0128e+01
4.3719e+01,5.4238e+00,-3.9931e+01
4.3719e+01,5.4271e+00,-3.9735e+01
4.3719e+01,5.4305e+00,-3.9539e+01
4.3719e+01,5.4338e+00,-3.9344e+01
4.3719e+01,5.4372e+00,-3.9150e+01
4.3719e+01,5.4405e+00,-3.8956e+01
4.3719e+01,5.4439e+00,-3.8764e+01
4.3719e+01,5.4472e+00,-3.8573e+01
4.3719e+01,5.4506e+00,-3.8383e+01
4.3719e+01,5.4539e+00,-3.8195e+01
4.3719e+01,5.4573e+00,-3.8008e+01
4.3719e+01,5.4606e+00,-3.7823e+01
4.3719e+01,5.4640e+00,-3.7641e+01
4.3719e+01,5.4673e+00,-3.7461e+01
4.3719e+01,5.4707e+00,-3.7285e+01
4.3719e+01,5.4740e+00,-3.7111e+01
4.3719e+01,5.4774e+00,-3.6940e+01
4.3719e+01,5.4807e+00,-3.6774e+01
4.3719e+01,5.4841e+00,-3.6612e+01
4.3719e+01,5.4874e+00,-3.6456e+01
4.3719e+01,5.4908e+00,-3.6305e+01
4.3719e+01,5.4941e+00,-3.6163e+01
4.3719e+01,5.4975e+00,-3.6032e+01
4.3719e+01,5.5008e+00,-3.5914e+01
4.3719e+01,5.5042e+00,-3.5815e+01
4.3719e+01,5.5075e+00,-3.5738e+01
4.3719e+01,5.5109e+00,-3.5687e+01
4.3719e+01,5.5142e+00,-3.5663e+01
4.3719e+01,5.5176e+00,-3.5664e+01
4.3719e+01,5.5209e+00,-3.5687e+01
4.3719e+01,5.5243e+00,-3.5726e+01
4.3719e+01,5.5276e+00,-3.5776e+01
4.3719e+01,5.5310e+00,-3.5835e+01
4.3719e+01,5.5343e+00,-3.5900e+01
4.3719e+01,5.5377e+00,-3.5968e+01
4.3719e+01,5.5410e+00,-3.6038e+01
4.3719e+01,5.5444e+00,-3.6110e+01
4.3719e+01,5.5477e+00,-3.6182e+01
4.3719e+01,5.5511e+00,-3.6255e+01
4.3719e+01,5.5544e+00,-3.6329e+01
4.3719e+01,5.5578e+00,-3.6403e+01
4.3719e+01,5.5611e+00,-3.6477e+01
4.3719e+01,5.5645e+00,-3.6551e+01
4.3719e+01,5.5678e+00,-3.6625e+01
4.3719e+01,5.5712e+00,-3.6699e+01
4.3719e+01,5.5745e+00,-3.6773e+01
4.3719e+01,5.5779e+00,-3.6848e+01
4.3719e+01,5.5812e+00,-3.6922e+01
4.3719e+01,5.5846e+00,-3.6996e+01
4.3719e+01,5.5879e+00,-3.7070e+01
4.3719e+01,5.5913e+00,-3.7144e+01
4.3719e+01,5.5946e+00,-3.7219e+01
4.3719e+01,5.5980e+00,-3.7293e+01
4.3719e+01,5.6013e+00,-3.7367e+01
4.3719e+01,5.6047e+00,-3.7441e+01
4.3719e+01,5.6080e+00,-3.7516e+01
4.3719e+01,5.6114e+00,-3.7590e+01
4.3719e+01,5.6147e+00,-3.7664e+01
4.3719e+01,5.6181e+00,-3.7738e+01
4.3719e+01,5.6214e+00,-3.7812e+01
4.3719e+01,5.6248e+00,-3.7887e+01
4.3719e+01,5.6281e+00,-3.7961e+01
4.3719e+01,5.6315e+00,-3.8035e+01
4.3719e+01,5.6348e+00,-3.8109e+01
4.3719e+01,5.6382e+00,-3.8184e+01
4.3719e+01,5.6415e+00,-3.8258e+01
4.3719e+01,5.6449e+00,-3.8332e+01
4.3719e+01,5.6482e+00,-3.8406e+01
4.3719e+01,5.6516e+00,-3.8480e+01
4.3719e+01,5.6549e+00,-3.8555e+01
4.3719e+01,5.6583e+00,-3.8629e+01
4.3719e+01,5.6616e+00,-3.8703e+01
4.3719e+01,5.6650e+00,-3.8777e+01
4.3719e+01,5.6683e+00,-3.8852e+01
4.3719e+01,5.6717e+00,-3.8926e+01
4.3719e+01,5.6750e+00,-3.9000e+01
4.3719e+01,5.6784e+00,-3.9074e+01
4.3719e+01,5.6817e+00,-3.9148e+01
4.3719e+01,5.6851e+00,-3.9223e+01
4.3719e+01,5.6884e+00,-3.9297e+01
4.3719e+01,5.6918e+00,-3.9371e+01
4.3719e+01,5.6951e+00,-3.9445e+01
4.3719e+01,5.6985e+00,-3.9520e+01
4.3719e+01,5.7018e+00,-3.9594e+01
4.3719e+01,5.7052e+00,-3.9668e+01
4.3719e+01,5.7085e+00,-3.9742e+01
4.3719e+01,5.7119e+00,-3.9816e+01
4.3719e+01,5.7152e+00,-3.9891e+01
4.3719e+01,5.7186e+00,-3.9965e+01
4.3719e+01,5.7219e+00,-4.0039e+01
4.3719e+01,5.7253e+00,-4.0113e+01
4.3719e+01,5.7286e+00,-4.0188e+01
4.3719e+01,5.7320e+00,-4.0262e+01
4.3719e+01,5.7353e+00,-4.0336e+01
4.3719e+01,5.7387e+00,-4.0410e+01
4.3719e+01,5.7420e+00,-4.0484e+01
4.3719e+01,5.7454e+00,-4.0559e+01
4.3719e+01,5.7487e+00,-4.0633e+01
4.3719e+01,5.7521e+00,-4.0707e+01
4.3719e+01,5.7554e+00,-4.0781e+01
4.3719e+01,5.7588e+00,-4.0856e+01
4.3719e+01,5.7621e+00,-4.0930e+01
4.3719e+01,5.7655e+00,-4.1004e+01
4.3719e+01,5.7688e+00,-4.1078e+01
4.3719e+01,5.7722e+00,-4.1152e+01
4.3719e+01,5.7755e+00,-4.1227e+01
4.3719e+01,5.7789e+00,-4.1301e+01
4.3719e+01,5.7822e+00,-4.1375e+01
4.3719e+01,5.7856e+00,-4.1449e+01
4.3719e+01,5.7889e+00,-4.1524e+01
4.3719e+01,5.7923e+00,-4.1598e+01
4.3719e+01,5.7956e+00,-4.1672e+01
4.3719e+01,5.7990e+00,-4.1746e+01
4.3719e+01,5.8023e+00,-4.1820e+01
4.3719e+01,5.8057e+00,-4.1895e+01
4.3719e+01,5.8090e+00,-4.1969e+01
4.3719e+01,5.8124e+00,-4.2043e+01
4.3719e+01,5.8157e+00,-4.2117e+01
4.3719e+01,5.8191e+00,-4.2192e+01
4.3719e+01,5.8224e+00,-4.2266e+01
4.3719e+01,5.8258e+00,-4.2340e+01
4.3719e+01,5.8291e+00,-4.2414e+01
4.3719e+01,5.8325e+00,-4.2488e+01
4.3719e+01,5.8358e+00,-4.2563e+01
4.3719e+01,5.8392e+00,-4.2637e+01
4.3719e+01,5.8425e+00,-4.2711e+01
4.3719e+01,5.8459e+00,-4.2785e+01
4.3719e+01,5.8492e+00,-4.2860e+01
4.3719e+01,5.8526e+00,-4.2934e+01
4.3719e+01,5.8559e+00,-4.3008e+01
4.3719e+01,5.8593e+00,-4.3082e+01
4.3719e+01,5.8626e+00,-4.3156e+01
4.3719e+01,5.8660e+00,-4.3231e+01
4.3719e+01,5.8693e+00,-4.3305e+01
4.3719e+01,5.8727e+00,-4.3379e+01
4.3719e+01,5.8760e+00,-4.3453e+01
4.3719e+01,5.8794e+00,-4.3528e+01
4.3719e+01,5.8827e+00,-4.3602e+01
4.3719e+01,5.8861e+00,-4.3676e+01
4.3719e+01,5.8894e+00,-4.3750e+01
4.3719e+01,5.8928e+00,-4.3824e+01
4.3719e+01,5.8961e+00,-4.3899e+01
4.3719e+01,5.8995e+00,-4.3973e+01
4.3719e+01,5.9028e+00,-4.4047e+01
4.3719e+01,5.9062e+00,-4.4121e+01
4.3719e+01,5.9095e+00,-4.4196e+01
4.3719e+01,5.9129e+00,-4.4270e+01
4.3719e+01,5.9162e+00,-4.4344e+01
4.3719e+01,5.9196e+00,-4.4418e+01
4.3719e+01,5.9229e+00,-4.4492e+01
4.3719e+01,5.9263e+00,-4.4567e+01
4.3719e+01,5.9296e+00,-4.4641e+01
4.3719e+01,5.9330e+00,-4.4715e+01
4.3719e+01,5.9363e+00,-4.4789e+01
4.3719e+01,5.9397e+00,-4.4864e+01
4.3719e+01,5.9430e+00,-4.4938e+01
4.3719e+01,5.9464e+00,-4.5012e+01
4.3719e+01,5.9497e+00,-4.5086e+01
4.3719e+01,5.9531e+00,-4.5160e+01
4.3719e+01,5.9564e+00,-4.5235e+01
4.3719e+01,5.9598e+00,-4.5309e+01
4.3719e+01,5.9631e+00,-4.5383e+01
4.3719e+01,5.9665e+00,-4.5457e+01
4.3719e+01,5.9698e+00,-4.5532e+01
4.3719e+01,5.9732e+00,-4.5606e+01
4.3719e+01,5.9765e+00,-4.5680e+01
4.3719e+01,5.9799e+00,-4.5755e+01
4.3719e+01,5.9832e+00,-4.5829e+01
4.3719e+01,5.9866e+00,-4.5904e+01
4.3719e+01,5.9899e+00,-4.5980e+01
4.3719e+01,5.9933e+00,-4.6058e+01
4.3719e+01,5.9966e+00,-4.6138e+01
4.3719e+01,6.0000e+00,-4.6224e+01
4.4724e+01,5.3333e+00,-4.6237e+01
4.4724e+01,5.3367e+00,-4.6029e+01
4.4724e+01,5.3400e+00,-4.5822e+01
4.4724e+01,5.3434e+00,-4.5617e+01
4.4724e+01,5.3467e+00,-4.5414e+01
4.4724e+01,5.3501e+00,-4.5211e+01
4.4724e+01,5.3534e+00,-4.5009e+01
4.4724e+01,5.3568e+00,-4.4807e+01
4.4724e+01,5.3601e+00,-4.4607e+01
4.4724e+01,5.3635e+00,-4.4406e+01
4.4724e+01,5.3668e+00,-4.4206e+01
4.4724e+01,5.3702e+00,-4.4006e+01
4.4724e+01,5.3735e+00,-4.3806e+01
4.4724e+01,5.3769e+00,-4.3607e+01
4.4724e+01,5.3802e+00,-4.3408e+01
4.4724e+01,5.3836e+00,-4.3208e+01
4.4724e+01,5.3869e+00,-4.3009e+01
4.4724e+01,5.3903e+00,-4.2810e+01
4.4724e+01,5.3936e+00,-4.2611e+01
4.4724e+01,5.3970e+00,-4.2413e+01
4.4724e+01,5.4003e+00,-4.2214e+01
4.4724e+01,5.4037e+00,-4.2015e+01
4.4724e+01,5.4070e+00,-4.1817e+01
4.4724e+01,5.4104e+00,-4.1619e+01
4.4724e+01,5.4137e+00,-4.1421e+01
4.4724e+01,5.4171e+00,-4.1223e+01
4.4724e+01,5.4204e+00,-4.1025e+01
4.4724e+01,5.4238e+00,-4.0828e+01
4.4724e+01,5.4271e+00,-4.0631e+01
4.4724e+01,5.4305e+00,-4.0434e+01
4.4724e+01,5.4338e+00,-4.0238e+01
4.4724e+01,5.4372e+00,-4.0043e+01
4.4724e+01,5.4405e+00,-3.9848e+01
4.4724e+01,5.4439e+00,-3.9654e+01
4.4724e+01,5.4472e+00,-3.9461e+01
4.4724e+01,5.4506e+00,-3.9269e+01
4.4724e+01,5.4539e+00,-3.9078e+01
4.4724e+01,5.4573e+00,-3.8888e+01
4.4724e+01,5.4606e+00,-3.8700e+01
4.4724e+01,5.4640e+00,-3.8514e+01
4.4724e+01,5.4673e+00,-3.8331e+01
4.4724e+01,5.4707e+00,-3.8149e+01
4.4724e+01,5.4740e+00,-3.7970e+01
4.4724e+01,5.4774e+00,-3.7795e+01
4.4724e+01,5.4807e+00,-3.7623e+01
4.4724e+01,5.4841e+00,-3.7455e+01
4.4724e+01,5.4874e+00,-3.7293e+01
4.4724e+01,5.4908e+00,-3.7137e+01
4.4724e+01,5.4941e+00,-3.6990e+01
4.4724e+01,5.4975e+00,-3.6855e+01
4.4724e+01,5.5008e+00,-3.6735e+01
4.4724e+01,5.5042e+00,-3.6635e+01
4.4724e+01,5.5075e+00,-3.6560e+01
4.4724e+01,5.5109e+00,-3.6513e+01
4.4724e+01,5.5142e+00,-3.6494e+01
4.4724e+01,5.5176e+00,-3.6500e+01
4.4724e+01,5.5209e+00,-3.6527e+01
4.4724e+01,5.5243e+00,-3.6570e+01
4.4724e+01,5.5276e+00,-3.6623e+01
4.4724e+01,5.5310e+00,-3.6684e+01
4.4724e+01,5.5343e+00,-3.6750e+01
4.4724e+01,5.5377e+00,-3.6819e+01
4.4724e+01,5.5410e+00,-3.6890e+01
4.4724e+01,5.5444e+00,-3.6962e+01
4.4724e+01,5.5477e+00,-3.7035e+01
4.4724e+01,5.5511e+00,-3.7108e+01
4.4724e+01,5.5544e+00,-3.7182e+01
4.4724e+01,5.5578e+00,-3.7256e+01
4.4724e+01,5.5611e+00,-3.7330e+01
4.4724e+01,5.5645e+00,-3.7404e+01
4.4724e+01,5.5678e+00,-3.7478e+01
4.4724e+01,5.5712e+00,-3.7552e+01
4.4724e+01,5.5745e+00,-3.7627e+01
4.4724e+01,5.5779e+00,-3.7701e+01
4.4724e+01,5.5812e+00,-3.7775e+01
4.4724e+01,5.5846e+00,-3.7849e+01
4.4724e+01,5.5879e+00,-3.7923e+01
4.4724e+01,5.5913e+00,-3.7998e+01
4.4724e+01,5.5946e+00,-3.8072e+01
4.4724e+01,5.5980e+00,-3.8146e+01
4.4724e+01,5.6013e+00,-3.8220e+01
4.4724e+01,5.6047e+00,-3.8295e+01
4.4724e+01,5.6080e+00,-3.8369e+01
4.4724e+01,5.6114e+00,-3.8443e+01
4.4724e+01,5.6147e+00,-3.8517e+01
4.4724e+01,5.6181e+00,-3.8591e+01
4.4724e+01,5.6214e+00,-3.8666e+01
4.4724e+01,5.6248e+00,-3.8740e+01
4.4724e+01,5.6281e+00,-3.8814e+01
4.4724e+01,5.6315e+00,-3.8888e+01
4.4724e+01,5.6348e+00,-3.8963e+01
4.4724e+01,5.6382e+00,-3.9037e+01
4.4724e+01,5.6415e+00,-3.9111e+01
4.4724e+01,5.6449e+00,-3.9185e+01
4.4724e+01,5.6482e+00,-3.9259e+01
4.4724e+01,5.6516e+00,-3.9334e+01
4.4724e+01,5.6549e+00,-3.9408e+01
4.4724e+01,5.6583e+00,-3.9482e+01
4.4724e+01,5.6616e+00,-3.9556e+01
4.4724e+01,5.6650e+00,-3.9631e+01
4.4724e+01,5.6683e+00,-3.9705e+01
4.4724e+01,5.6717e+00,-3.9779e+01
4.4724e+01,5.6750e+00,-3.9853e+01
4.4724e+01,5.6784e+00,-3.9927e+01
4.4724e+01,5.6817e+00,-4.0002e+01
4.4724e+01,5.6851e+00,-4.0076e+01
4.4724e+01,5.6884e+00,-4.0150e+01
4.4724e+01,5.6918e+00,-4.0224e+01
4.4724e+01,5.6951e+00,-4.0299e+01
4.4724e+01,5.6985e+00,-4.0373e+01
4.4724e+01,5.7018e+00,-4.0447e+01
4.4724e+01,5.7052e+00,-4.0521e+01
4.4724e+01,5.7085e+00,-4.0595e+01
4.4724e+01,5.7119e+00,-4.0670e+01
4.4724e+01,5.7152e+00,-4.0744e+01
4.4724e+01,5.7186e+00,-4.0818e+01
4.4724e+01,5.7219e+00,-4.0892e+01
4.4724e+01,5.7253e+00,-4.0967e+01
4.4724e+01,5.7286e+00,-4.1041e+01
4.4724e+01,5.7320e+00,-4.1115e+01
4.4724e+01,5.7353e+00,-4.1189e+01
4.4724e+01,5.7387e+00,-4.1263e+01
4.4724e+01,5.7420e+00,-4.1338e+01
4.4724e+01,5.7454e+00,-4.1412e+01
4.4724e+01,5.7487e+00,-4.1486e+01
4.4724e+01,5.7521e+00,-4.1560e+01
4.4724e+01,5.7554e+00,-4.1635e+01
4.4724e+01,5.7588e+00,-4.1709e+01
4.4724e+01,5.7621e+00,-4.1783e+01
4.4724e+01,5.7655e+00,-4.1857e+01
4.4724e+01,5.7688e+00,-4.1931e+01
4.4724e+01,5.7722e+00,-4.2006e+01
4.4724e+01,5.7755e+00,-4.2080e+01
4.4724e+01,5.7789e+00,-4.2154e+01
4.4724e+01,5.7822e+00,-4.2228e+01
4.4724e+01,5.7856e+00,-4.2303e+01
4.4724e+01,5.7889e+00,-4.2377e+01
4.4724e+01,5.7923e+00,-4.2451e+01
4.4724e+01,5.7956e+00,-4.2525e+01
4.4724e+01,5.7990e+00,-4.2599e+01
4.4724e+01,5.8023e+00,-4.2674e+01
4.4724e+01,5.8057e+00,-4.2748e+01
4.4724e+01,5.8090e+00,-4.2822e+01
4.4724e+01,5.8124e+00,-4.2896e+01
4.4724e+01,5.8157e+00,-4.2971e+01
4.4724e+01,5.8191e+00,-4.3045e+01
4.4724e+01,5.8224e+00,-4.3119e+01
4.4724e+01,5.8258e+00,-4.3193e+01
4.4724e+01,5.8291e+00,-4.3267e+01
4.4724e+01,5.8325e+00,-4.3342e+01
4.4724e+01,5.8358e+00,-4.3416e+01
4.4724e+01,5.8392e+00,-4.3490e+01
4.4724e+01,5.8425e+00,-4.3564e+01
4.4724e+01,5.8459e+00,-4.3639e+01
4.4724e+01,5.8492e+00,-4.3713e+01
4.4724e+01,5.8526e+00,-4.3787e+01
4.4724e+01,5.8559e+00,-4.3861e+01
4.4724e+01,5.8593e+00,-4.3935e+01
4.4724e+01,5.8626e+00,-4.4010e+01
4.4724e+01,5.8660e+00,-4.4084e+01
4.4724e+01,5.8693e+00,-4.4158e+01
4.4724e+01,5.8727e+00,-4.4232e+01
4.4724e+01,5.8760e+00,-4.4307e+01
4.4724e+01,5.8794e+00,-4.4381e+01
4.4724e+01,5.8827e+00,-4.4455e+01
4.4724e+01,5.8861e+00,-4.4529e+01
4.4724e+01,5.8894e+00,-4.4603e+01
4.4724e+01,5.8928e+00,-4.4678e+01
4.4724e+01,5.8961e+00,-4.4752e+01
4.4724e+01,5.8995e+00,-4.4826e+01
4.4724e+01,5.9028e+00,-4.4900e+01
